id,name,type,desc,atk,def,level,attribute
51011872,Trickstar Crimson Heart,Link Monster,"2 ""Trickstar"" monsters
Each time a ""Trickstar"" monster(s) is Normal or Special Summoned to a zone(s) this card points to, gain 200 LP. You can discard 1 ""Trickstar"" card; both players draw 1 card, but if your LP was at least 2000 higher than your opponent's when this effect was activated, you draw 2 cards instead. You can only use this effect of ""Trickstar Crimson Heart"" once per turn.",2000,,,LIGHT
90247311,Yellow Dragon Ninja,Effect Monster,"Cannot be Special Summoned, except with the effect of a ""Ninja"" monster or ""Ninjitsu Art"" card. Once per turn (Quick Effect): You can send 1 ""Ninja"" monster and 1 ""Ninjitsu Art"" card from your hand and/or face-up field to the GY, then target up to 2 Spells/Traps on the field; destroy them.",3000,1500,8,WIND
62476197,Achacha Chanbara,Effect Monster,"During either player's turn, when a card or effect is activated that will inflict damage when it resolves: You can Special Summon this card from your hand, and if you do, inflict 400 damage to your opponent.",1400,400,3,FIRE
31812496,Stone Statue of the Aztecs,Effect Monster,Double any Battle Damage your opponent takes when they attack this monster.,300,2000,4,EARTH
35781051,Arcana Force III - The Empress,Effect Monster,"When this card is Summoned, toss a coin: ● Heads: Each time your opponent Normal Summons or Sets a monster, you can Special Summon 1 ""Arcana Force"" monster from your hand. ● Tails: Each time your opponent Normal Summons or Sets a monster, send 1 card from your hand to the Graveyard.",1300,1300,4,LIGHT
45955628,"Catoblepas, Familiar of the Evil Eye",Effect Monster,"You can target 1 ""Evil Eye"" Spell/Trap you control; once, until the end of the next turn, that card cannot be destroyed by your opponent's card effects. If you control an ""Evil Eye"" monster other than ""Catoblepas, Familiar of the Evil Eye"", while this card is in your GY: You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Catoblepas, Familiar of the Evil Eye"" once per turn.",600,1900,3,DARK
46372010,Dark Contract with the Gate,Spell Card,"During your Main Phase: You can add 1 ""D/D"" monster from your Deck to your hand. You can only use this effect of ""Dark Contract with the Gate"" once per turn. Once per turn, during your Standby Phase: Take 1000 damage.",,,,SPELL
29942771,Naturia Camellia,Tuner Monster,"If this card is Normal or Special Summoned: You can send 1 ""Naturia"" card from your Deck to the GY. If you would Tribute a monster(s) to activate a ""Naturia"" monster's effect, you can send the top 2 cards of your Deck to the GY instead. If your opponent Normal or Special Summons a monster(s) (except during the Damage Step): You can Special Summon 1 ""Naturia"" monster from your GY. You can only use each effect of ""Naturia Camellia"" once per turn.",1400,700,4,EARTH
80776622,DoSolfachord Coolia,Pendulum Effect Monster,"[ Pendulum Effect ] 
Your opponent cannot activate a Spell/Trap Card, or monster effect, when your ""Solfachord"" Pendulum Monster(s) is Pendulum Summoned.
[ Monster Effect ] 
You can Special Summon this card (from your hand) by Tributing 2 Pendulum Monsters. You can only use each of the following effects of ""DoSolfachord Coolia"" once per turn. You can target 1 face-up card your opponent controls, or up to 2 cards if you have an odd Pendulum Scale in your Pendulum Zone; negate its effects until the end of your opponent's turn. When an effect of a monster on the field is activated, with an equal or lower ATK than the highest Pendulum Scale in your Pendulum Zone x 300: You can destroy that monster.",2700,2500,8,WIND
47021196,U.A. Player Manager,Effect Monster,"If you Normal or Special Summon a ""U.A."" monster(s) (except during the Damage Step): You can Special Summon this card from your hand. If this card is Special Summoned: You can activate 1 of these effects.
● Target 1 card on the field; destroy it.
● Negate the effects of all face-up monsters on the field until the end of this turn, except ""U.A."" monsters.
You can only use each effect of ""U.A. Player Manager"" once per turn.",2000,2600,8,EARTH
19353570,Kagemucha Knight,Effect Monster,When you Normal Summon a Level 3 monster: You can Special Summon this card from your hand. Cannot be used as Synchro Material.,0,0,3,DARK
72142276,Molten Conduction Field,Spell Card,"Send 2 ""Laval"" monsters from your Deck to the Graveyard.",,,,SPELL
300101004,Royal Flush,Skill Card,"[Flip this card over when you activate this Skill.]

Once per turn, if you control ""Queen's Knight"", you can pay 1000 LP to Normal Summon 1 ""King's Knight"" in addition to your Normal Summon or Set. ""King's Knight"" and ""Jack's Knight"" you control cannot attack directly the turn you use this Skill.",,,,
63018036,Iron Core Immediate Disposal,Spell Card,"Select and send 1 ""Iron Core of Koa'ki Meiru"" from your Deck to your Graveyard.",,,,SPELL
25397880,Chronicler of Nephthys,Effect Monster,"You can target 1 ""Nephthys"" card in your GY, except ""Chronicler of Nephthys""; destroy 1 card in your hand, and if you do, add that target to your hand. During your next Standby Phase after this card was destroyed by card effect and sent to the GY: You can add 1 ""Nephthys"" card from your GY to your hand, except ""Chronicler of Nephthys"". You can only use each effect of ""Chronicler of Nephthys"" once per turn.",300,1200,2,WIND
12160911,Elephant Statue of Disaster,Effect Monster,When this card is sent from your hand to your Graveyard by an opponent's card effect: Inflict 2000 damage to your opponent.,1500,0,3,EARTH
86871614,Cloning,Trap Card,"When your opponent Normal or Flip Summons a monster that has a Level: Target that face-up monster; Special Summon 1 ""Clone Token"", with the same original Type, Attribute, Level, ATK, and DEF as that target. When that target is destroyed and sent to the GY, destroy this Token.",,,,TRAP
45909477,Moon Envoy,Normal Monster,Many have fallen victim to this lunar warrior's crescent pike.,1100,1000,4,LIGHT
95096437,Secrets of the Gallant,Trap Card,"Select 1 Normal Monster you control. When the selected monster inflicts Battle Damage to your opponent this turn, your opponent discards 2 random cards.",,,,TRAP
50546029,G Golem Dignified Trilithon,Link Monster,"2+ EARTH monsters
Your opponent's monsters must attack this card, if able. Once per battle, before damage calculation, if this card battles an opponent's monster (Quick Effect): You can send 1 EARTH monster from your hand to the GY; until the end of this turn, that opponent's monster loses 200 ATK, also negate its effects. When your opponent activates a card or effect that targets a Link Monster(s) you control (Quick Effect): You can negate that effect, and if you do, destroy that card. You can only use this effect of ""G Golem Dignified Trilithon"" once per turn.",3200,,,EARTH
66926224,The Law of the Normal,Spell Card,"You can only activate this card while there are 5 face-up Level 2 or lower Normal Monsters on your side of the field. Both players discard all cards in their hands, and destroy all cards on the field except Level 2 or lower Normal Monsters.",,,,SPELL
37265642,Sabersaurus,Normal Monster,"This normally gentle dinosaur enjoys relaxing in its nest in the prairies. If it becomes angered, it turns terribly ferocious.",1900,500,4,EARTH
80538728,Wind-Up Knight,Effect Monster,"When a face-up ""Wind-Up"" monster you control is targeted for an attack: You can negate the attack. This effect can only be used once while this card is face-up on the field.",1800,1200,4,LIGHT
7445307,Dual Assembwurm,Effect Monster,"If this card is in your hand or GY: You can banish 2 other Cyberse monsters from your hand and/or face-up from your field; Special Summon this card, but its ATK becomes halved. You can only use this effect of ""Dual Assembwurm"" once per turn. Once per turn: You can banish 1 card from your hand; banish 1 monster on the field with ATK less than or equal to this card's.",2800,1000,8,DARK
84815190,Baronne de Fleur,Synchro Monster,"1 Tuner + 1+ non-Tuner monsters
Once per turn: You can target 1 card on the field; destroy it. Once while face-up on the field, when a card or effect is activated (Quick Effect): You can negate the activation, and if you do, destroy that card. You can only use the previous effect of ""Baronne de Fleur"" once per turn. Once per turn, during the Standby Phase: You can target 1 Level 9 or lower monster in your GY; return this card to the Extra Deck, and if you do, Special Summon that monster.",3000,2400,10,WIND
164710,Mischief of the Gnomes,Trap Card,"This turn, reduce the Levels of all monsters in each player's hand by 1 (even after they are Summoned/Set). You can banish this card from the Graveyard; this turn, reduce the Levels of all monsters in each player's hand by 1 (even after they are Summoned/Set).",,,,TRAP
28226490,Tearlaments Kaleido-Heart,Fusion Monster,"""Tearlaments Reinoheart"" + 2 Aqua monsters
Cannot be used as Fusion Material. If this card is Special Summoned, or if an Aqua monster is sent to your GY by card effect while this card is on the field: You can target 1 card your opponent controls; shuffle it into the Deck. If this card is sent to the GY by card effect: You can Special Summon this card, and if you do, send 1 ""Tearlaments"" card from your Deck to the GY. You can only use each effect of ""Tearlaments Kaleido-Heart"" once per turn.",3000,3000,9,DARK
61175706,Arcana Force IV - The Emperor,Effect Monster,"When this card is Summoned, toss a coin: ● Heads: All ""Arcana Force"" monsters you control gain 500 ATK. ● Tails: All ""Arcana Force"" monsters you control lose 500 ATK.",1400,1400,4,LIGHT
24137081,Drill Barnacle,Effect Monster,This card can attack your opponent directly. Each time this card inflicts Battle Damage to your opponent by a direct attack: This card gains 1000 ATK.,300,0,3,WATER
55210709,Lisark,Normal Monster,A creature with sapphire eyes that mesmerizes and confuses enemies.,1300,1300,4,EARTH
53404966,Infernoble Knight Ricciardetto,Tuner Monster,"You can banish this card from your hand or GY; Special Summon 1 Level 4 or lower FIRE Warrior monster from your hand as a Tuner. If this card is Normal or Special Summoned: You can target 1 Level 4 or lower FIRE Warrior monster in your GY, except ""Infernoble Knight Ricciardetto""; Special Summon it, also you cannot Special Summon monsters for the rest of this turn, except Warrior monsters. You can only use 1 ""Infernoble Knight Ricciardetto"" effect per turn, and only once that turn.",500,0,1,FIRE
27561302,The Weather Rainy Canvas,Spell Card,"""The Weather"" Effect Monsters in your Main Monster Zones of this card's column and its adjacent columns gain this effect.
● You can banish this card, then target 1 Spell/Trap your opponent controls (Quick Effect); return it to the hand.
You can only control 1 ""The Weather Rainy Canvas"".",,,,SPELL
15066114,Segmental Dragon,Effect Monster,"You can Normal Summon/Set this card without Tributing, but its original ATK/DEF becomes halved. Once per turn, if this Normal Summoned/Set card is on the field (Quick Effect): You can destroy this face-up card, and if you do, destroy all monsters in the Main Monster Zones with ATK less than or equal to the ATK this card had on the field.",2600,2400,7,LIGHT
11050415,Super Hippo Carnival,Spell Card,"Special Summon 1 ""Performapal Hip Hippo"" from your hand, Deck, or Graveyard, then you can Special Summon as many ""Hippo Tokens"" (Beast-Type/EARTH/Level 1/ATK 0/DEF 0) as possible, but they cannot be Tributed, and monsters your opponent controls cannot target monsters for attacks for the rest of this turn, except ""Hippo Tokens"". You cannot Special Summon monsters from the Extra Deck while a ""Hippo Token"" is in a Monster Zone.",,,,SPELL
74586817,PSY-Framelord Omega,Synchro Monster,"1 Tuner + 1+ non-Tuner monsters
Once per turn, during the Main Phase (Quick Effect): You can banish both this face-up card from the field and 1 random card from your opponent's hand, face-up, until your next Standby Phase. Once per turn, during your opponent's Standby Phase: You can target 1 banished card; return it to the GY. If this card is in your GY: You can target 1 other card in the GY; shuffle both that card and this card from the GY into the Deck.",2800,2200,8,LIGHT
26495087,Vampire Lady,Effect Monster,"When this card inflicts battle damage to your opponent: Declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the Graveyard.",1550,1550,4,DARK
79868386,Fist of Fate,Spell Card,"This card's activation and effect cannot be negated. If you control a monster whose original name is ""Obelisk the Tormentor"": Negate the effects of 1 Effect Monster your opponent controls, and if you do, destroy it, and if you do that, for the rest of this turn, the effects of that monster are negated, as well as the activated effects and effects on the field of monsters with the same original name, then, if you activated this card during your Main Phase, you can apply this effect.
● Destroy all Spells and Traps your opponent controls.
You can only activate 1 ""Fist of Fate"" per turn.",,,,SPELL
1861629,Decode Talker,Link Monster,"2+ Effect Monsters
Gains 500 ATK for each monster it points to. When your opponent activates a card or effect that targets a card(s) you control (Quick Effect): You can Tribute 1 monster this card points to; negate the activation, and if you do, destroy that card.",2300,,,DARK
41329458,Mecha Phantom Beast Kalgriffin,Effect Monster,"You can Tribute 2 ""Mecha Phantom Beast"" monsters; Special Summon this card from your hand. You can only use this effect of ""Mecha Phantom Beast Kalgriffin"" once per turn. While you control a Token, this card cannot be destroyed by battle or card effects. Once per turn: You can discard 1 ""Mecha Phantom Beast"" monster; Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0).",1000,2500,7,WIND
8611007,Lavalval Dragun,Synchro Monster,"1 Tuner + 1 or more non-Tuner FIRE monsters
Once per turn: You can add 1 ""Laval"" monster from your Deck to your hand, then send 1 ""Laval"" monster from your hand to the Graveyard.",2500,1200,6,FIRE
90351981,Orcustrated Babel,Spell Card,"You can activate the effects of ""Orcust"" monsters in your GY, or of Link Monsters you control with ""Orcust"" in their original names, as Quick Effects. During your Main Phase, if this card is in your GY, except the turn it was sent to the GY: You can send 1 card from your hand to the GY; add this card to your hand.",,,,SPELL
92610868,ReSolfachord Dreamia,Pendulum Effect Monster,"[ Pendulum Effect ] 
Pendulum Summons of your ""Solfachord"" Pendulum Monsters cannot be negated.
[ Monster Effect ] 
While you have an odd Pendulum Scale in your Pendulum Zone, if a ""Solfachord"" Pendulum Monster Card(s) you control would be destroyed by your opponent's card effect, you can destroy this card instead of 1 of those cards. If you control a ""Solfachord"" card in your Pendulum Zone: You can Special Summon this card from your hand. You can only use this effect of ""ReSolfachord Dreamia"" once per turn.",600,400,2,WIND
29330706,Armed Protector Dragon,Effect Monster,Face-up Equip Cards you control cannot be destroyed by card effects. This card gains 500 ATK for each Equip Card equipped to this card.,2000,2800,8,LIGHT
97750534,The Agent of Entropy - Uranus,Tuner Monster,"If ""The Sanctuary in the Sky"" is on the field, you can Special Summon this card (from your hand). Once per turn: You can send 1 ""The Agent"" monster from your Deck to the Graveyard, and if you do, this card's Level becomes the Level of the monster sent to the Graveyard by this effect.",2200,1200,5,DARK
71071546,Orbital 7,Effect Monster,"When this card is flipped face-up: Place 1 You Got It Boss! Counter on it. You can remove all You Got It Boss! Counters on this card; its ATK becomes 2000. After you change this card's ATK with this effect, it cannot attack your opponent directly for the rest of this turn, and is sent to the Graveyard during the End Phase. You can Tribute this card to target 1 ""Photon"" or ""Galaxy"" monster in your Graveyard; add that target to your hand.",500,2000,4,LIGHT
17775525,Superheavy Samurai Steam Train King,Synchro Monster,"1 ""Superheavy Samurai"" Tuner + 2+ non-Tuner ""Superheavy Samurai"" monsters
This card can attack while in face-up Defense Position. If it does, apply its DEF for damage calculation. Once per turn: You can discard up to 2 cards, then target that many cards your opponent controls; destroy them. Once per turn: You can banish all Spells and Traps from the GYs, and if you do, inflict 200 damage to your opponent for each card banished.",2000,4800,12,EARTH
77631175,Comics Hero King Arthur,XYZ Monster,"2 Level 4 Warrior-Type monsters
If this card would be destroyed by battle, you can detach 1 Xyz Material from this card instead. When you do: It gains 500 ATK, and if it does, inflict 500 damage to your opponent.",2400,1200,4,EARTH
88197162,Soul Transition,Trap Card,"If you control no Special Summoned monsters: Tribute 1 face-up Level 4 Normal Summoned/Set monster; draw 2 cards. You can only activate 1 ""Soul Transition"" per turn. You cannot Special Summon monsters the turn you activate this card.",,,,TRAP
14055212,Peaceful Burial,Trap Card,"Send 1 monster from your Deck to the GY, but for the rest of this turn, you cannot activate cards, or the effects of cards, with the same name the sent monster had in the GY. You can only activate 1 ""Peaceful Burial"" per turn.",,,,TRAP
97567736,Edge Imp Tomahawk,Effect Monster,"You can send 1 ""Edge Imp"" monster from your hand to the Graveyard; inflict 800 damage to your opponent. You can send 1 ""Edge Imp"" monster from your Deck to the Graveyard, except ""Edge Imp Tomahawk""; this card's name becomes the sent monster's name, until the End Phase. You can only use each effect of ""Edge Imp Tomahawk"" once per turn.",1800,800,4,DARK
33837653,Tenma the Sky Star,Effect Monster,"If only your opponent controls a monster, or if you control an EARTH monster, you can Normal Summon this card without Tributing. If this card is Normal or Special Summoned: You can Special Summon 1 Level 5 EARTH Warrior monster from your hand. You can only use this effect of ""Tenma the Sky Star"" once per turn. Once per turn, when your opponent activates a card or effect that targets a Warrior monster you control (Quick Effect): You can make this card lose exactly 500 ATK, and if you do, negate the activation, and if you do that, destroy that card.",2100,1000,5,LIGHT
94886282,Charge of the Light Brigade,Spell Card,"Send the top 3 cards of your Deck to the Graveyard; add 1 Level 4 or lower ""Lightsworn"" monster from your Deck to your hand.",,,,SPELL
46701379,Valkyrie Funfte,Effect Monster,"""Valkyrie"" monsters you control gain 200 ATK for each of your opponent's banished monsters. If you control a ""Valkyrie"" monster other than ""Valkyrie Funfte"": You can send 1 Spell/Trap from your Deck to the GY. You can only use this effect of ""Valkyrie Funfte"" once per turn.",800,1200,2,LIGHT
92770064,Sunavalon Dryatrentiay,Link Monster,"2+ Link Monsters
If this card is Link Summoned: You can add 1 ""Sunavalon"" Spell/Trap from your Deck to your hand. This card cannot be destroyed by your opponent's card effects, and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly. Once per turn: You can Tribute 1 Link Monster this card points to; destroy any number of cards your opponent controls, up to that monster's Link Rating.",0,,,EARTH
99075257,D - Time,Trap Card,"When a face-up ""Elemental HERO"" monster you control leaves the field: Add 1 ""Destiny HERO"" monster from your Deck to your hand whose Level is less than or equal to that ""Elemental HERO"" monster's original Level.",,,,TRAP
20721759,Icy Crevasse,Trap Card,"When exactly 1 monster you control is destroyed and sent to the Graveyard by an opponent's card effect: Target 1 monster your opponent controls; send that target to the Graveyard, and if you do, inflict damage to your opponent equal to its original ATK in the Graveyard.",,,,TRAP
1980574,Hop Ear Squadron,Tuner Monster,"During your opponent's Main Phase (Quick Effect): You can target 1 face-up monster you control; Special Summon this card from your hand, and if you do, immediately after this effect resolves, Synchro Summon 1 Synchro Monster using only this card you control and that target. You can only use this effect of ""Hop Ear Squadron"" once per turn.",300,600,2,WIND
34813545,Naturia Blessing,Spell Card,"Activate 1 of these effects;
● Special Summon 1 ""Naturia"" monster from your hand or GY.
● Immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using monsters you control as material, including a ""Naturia"" monster.
● Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters you control as material, including a ""Naturia"" monster.",,,,SPELL
26534688,"Magellanica, the Deep Sea City",Spell Card,"(This card's name is always treated as ""Umi"".)
When this card is activated: You can place 1 WATER monster from your Deck on top of your Deck. Once per turn: You can target 1 WATER monster you control; increase its Level by 1 or 2 until the end of this turn (even if this card leaves the field). Once per turn, during your Main Phase, if you Special Summon a WATER Synchro Monster: You can look at your opponent's hand, and if you do, banish 1 card from it face-up until the End Phase.",,,,SPELL
19024706,Hero Counterattack,Trap Card,"When an ""Elemental HERO"" monster you control is destroyed by battle: Your opponent chooses and reveals 1 random card from your hand, then, if it is an ""Elemental HERO"" monster, you destroy 1 monster your opponent controls and Special Summon the chosen monster.",,,,TRAP
85682655,Wind-Up Juggler,Effect Monster,"After damage calculation, if this card battled an opponent's monster: You can destroy that opponent's monster. This effect can be used only once while this card is face-up on the field.",1700,1000,4,WIND
40089744,Gateway to Chaos,Spell Card,"When this card is activated: Add 1 ""Black Luster Soldier"" Ritual Monster or 1 ""Gaia The Fierce Knight"" monster from your Deck to your hand. Each time a Monster Card(s) is sent from the hand or field to the GY, place 1 Spell Counter on this card for each of those cards (max. 6). Once per turn: You can remove 3 Spell Counters from this card; add 1 Ritual Spell from your Deck to your hand. You can only activate 1 ""Gateway to Chaos"" per turn.",,,,SPELL
39528955,Crusadia Spatha,Link Monster,"2 Effect Monsters, including a ""Crusadia"" monster
Gains ATK equal to the original ATK of any monster this card points to. A monster this card points to cannot attack. Once per turn, if an Effect Monster is Special Summoned to a zone this card points to (except during the Damage Step): You can target 1 monster in either player's Main Monster Zone, except this card; move it to another Main Monster Zone on its controller's field.",500,,,LIGHT
51345461,Sword Hunter,Effect Monster,"At the end of the Battle Phase, if this card destroyed a monster(s) by battle and sent it to the Graveyard this Battle Phase: Equip all those monsters from the Graveyard to this card as an Equip Spell Card(s) with this effect.
● The equipped monster gains 200 ATK.",2450,1700,7,EARTH
2111707,XY-Dragon Cannon,Fusion Monster,"""X-Head Cannon"" + ""Y-Dragon Head""
Must first be Special Summoned (from your Extra Deck) by banishing the above cards you control. (You do not use ""Polymerization"".) Cannot be Special Summoned from the Graveyard. You can discard 1 card, then target 1 face-up Spell/Trap Card your opponent controls; destroy that target.",2200,1900,6,LIGHT
73178098,Ego Boost,Spell Card,When a monster declares an attack: Target 1 face-up monster on the field,,,,SPELL
55599882,Bujintervention,Spell Card,"Target 1 ""Bujin"" monster on the field; apply this effect to it for the rest of this turn. Each time it destroys a monster by battle whose current ATK is greater than or equal to the targeted monster's original ATK, and sends it to the Graveyard: Banish the destroyed monster, and if you do, banish all monsters from your opponent's hand, Main Deck, Extra Deck, and Graveyard with the same name that the destroyed monster had in the Graveyard.",,,,SPELL
15443125,Spright Starter,Spell Card,"Special Summon 1 ""Spright"" monster from your Deck, but lose LP equal to its original ATK, also for the rest of this turn after this card resolves, you cannot Special Summon monsters, except Level/Rank/Link 2 monsters. You can only activate 1 ""Spright Starter"" per turn.",,,,SPELL
61948106,Gottoms' Second Call,Spell Card,"If you control an ""X-Saber"" Synchro Monster: You can target 2 ""X-Saber"" monsters in your Graveyard; Special Summon both targets, ignoring their Summoning conditions, but change their ATK to 0, also destroy them during the End Phase of this turn. You can only activate 1 ""Gottoms' Second Call"" per turn. You cannot conduct your Battle Phase the turn you activate this card.",,,,SPELL
82315772,Heraldic Beast Eale,Effect Monster,"If you control 2 or more ""Heraldic Beast"" monsters, you can Special Summon this card (from your hand).",1000,1800,4,EARTH
74694807,Re-Fusion,Spell Card,"Activate this card by paying 800 LP, then target 1 Fusion Monster in your GY; Special Summon it and equip it with this card. When this card is destroyed, banish the equipped monster.",,,,SPELL
62753201,Borrel Cooling,Trap Card,"Tribute 1 ""Rokket"" monster, then target 1 ""Borrel"" Link Monster you control; equip it with this card. If this card is equipped to a monster by this effect, the equipped monster gains this effect.
● Once per turn (Quick Effect): You can target 1 monster you control; it cannot be destroyed by battle or card effect this turn.",,,,TRAP
23512906,Gold Pride - Leon,Tuner Monster,"If your LP are lower than your opponent's: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can target 1 non-Warrior ""Gold Pride"" monster in your GY; Special Summon it in Defense Position, also you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except ""Gold Pride"" monsters. During your opponent's Main Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon 1 Synchro Monster, using only ""Gold Pride"" monsters you control. You can only use each effect of ""Gold Pride - Leon"" once per turn.",1500,1200,3,WIND
75652080,Double Cyclone,Spell Card,Target 1 Spell/Trap you control and 1 Spell/Trap your opponent controls,,,,SPELL
44586427,Batteryman Token,Token,"Special Summoned with the effect of ""Batteryman Solar"".",0,0,1,LIGHT
88554436,Unchained Soul of Shyama,Effect Monster,"You can target 1 card you control; destroy it, then you can destroy 1 Spell/Trap on the field. If this card is in your GY: You can target 1 Fiend monster, or 1 Set card, you control; destroy it, and if you do, Special Summon this card, but place it on the bottom of the Deck when it leaves the field. You can only use each effect of ""Unchained Soul of Shyama"" once per turn.",2000,1500,6,WATER
27565379,Battlewasp - Azusa the Ghost Bow,Synchro Tuner Monster,"1 Tuner + 1+ non-Tuner monsters
When your opponent takes effect damage from another ""Battlewasp"" monster: You can inflict damage to your opponent equal to the original ATK of that monster. You can only use this effect of ""Battlewasp - Azusa the Ghost Bow"" once per turn. When a monster is destroyed by battle with your ""Battlewasp"" monster, while this card is in your GY: You can Special Summon this card in Defense Position, but banish it when it leaves the field.",2200,1600,5,WIND
31440542,Rafflesia Seduction,Flip Effect Monster,FLIP: Take control of 1 face-up monster on your opponent's side of the field until the end of this turn.,300,900,2,EARTH
16494704,Odd-Eyes Advent,Spell Card,"This card can be used to Ritual Summon any Dragon Ritual Monster from your hand or GY. You must also Tribute Pendulum Monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If your opponent controls 2 or more monsters and you control no monsters, you can also send ""Odd-Eyes"" monsters from your Extra Deck to the GY. You can only activate 1 ""Odd-Eyes Advent"" per turn.",,,,SPELL
74440055,Cactus Fighter,Effect Monster,"If this card destroys an opponent's monster by battle, Special Summon 1 ""Needle Token"" (Plant-Type/EARTH/Level 1/ATK 500/DEF 500) to your opponent's side of the field in Defense Position.",1900,400,4,EARTH
76211194,Meda Bat,Normal Monster,"An eyeball fiend created by a servant of the wicked, it uses ""Dark Blasts"" to blow away its enemies.",800,400,2,DARK
68957034,Runick Flashing Fire,Spell Card,"Activate 1 of these effects, but skip your next Battle Phase after activation;
● Target 1 Special Summoned monster your opponent controls; destroy it, then banish the top 2 cards of your opponent's Deck.
● Special Summon 1 ""Runick"" monster from your Extra Deck to the Extra Monster Zone.
You can only activate 1 ""Runick Flashing Fire"" per turn.",,,,SPELL
47408488,Crystal Tree,Spell Card,"Each time a ""Crystal Beast"" monster(s) is placed in either player's Spell & Trap Zone, place 1 Crystal Counter on this card. You can send this card to the GY; take a number of ""Crystal Beast"" monsters from your Deck equal to the number of Crystal Counters that were on this card, and place them face-up in your Spell & Trap Zone as Continuous Spells.",,,,SPELL
92341815,Starlit Papillon,Spell Card,"Equip only to a monster you control. You can only control 1 ""Starlit Papillon"". Monsters your opponent controls lose 500 ATK for each monster you control with a different name that mentions ""Adventurer Token"". If this card is sent to the GY: You can target 1 ""Adventurer Token"" you control; equip this card to that target. You can only use this effect of ""Starlit Papillon"" once per turn.",,,,SPELL
39396763,Dyna Base,Effect Monster,"If your LP are lower than your opponent's: You can Special Summon this card from your hand. During your Main Phase: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using this card you control and other monsters from your hand or field as Fusion Material. You can only use each effect of ""Dyna Base"" once per turn.",0,2100,4,EARTH
60954556,Lyrilusc - Sapphire Swallow,Effect Monster,"If you control a Winged Beast-Type monster: You can Special Summon both this card and 1 Level 1 Winged Beast-Type monster from your hand. You can only use this effect of ""Lyrilusc - Sapphire Swallow"" once per turn. A WIND Xyz Monster that was Summoned using this card on the field as Xyz Material gains this effect.
● If it is Xyz Summoned: You can target 1 ""Lyrilusc"" monster in your Graveyard; attach it to this card as Xyz Material.",100,0,1,WIND
8428836,Underworld Ritual of Prediction,Spell Card,"This card is used to Ritual Summon any ""Prediction Princess"" Ritual Monster from your hand or GY in face-up Attack Position or face-down Defense Position. You must also Tribute monsters from your hand or field, whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. During the Standby Phase, if you control a ""Prediction Princess"" Ritual Monster: You can banish this card from your GY; Special Summon 1 non-Ritual ""Prediction Princess"" monster from your Deck in face-down Defense Position.",,,,SPELL
57019473,Sishunder,Effect Monster,"When this card is Normal Summoned: You can target 1 Level 4 LIGHT Thunder-Type monster with 1600 or less ATK in your Graveyard, except ""Sishunder""; banish that target. During the End Phase of this turn, add that card to your hand.",900,400,4,LIGHT
28388927,Battlewasp - Sting the Poison,Tuner Monster,"If this card is Normal or Special Summoned: You can add 1 ""Battlewasp"" monster from your Deck to your hand, except ""Battlewasp - Sting the Poison"". (Quick Effect): You can Tribute 1 other Insect monster, then target 1 Effect Monster your opponent controls; negate its effects until the end of this turn. You can only use each effect of ""Battlewasp - Sting the Poison"" once per turn.",400,800,2,WIND
14181608,Mushroom Man,Normal Monster,"Found in humid regions, this creature attacks enemies with a lethal rain of poison spores.",800,600,2,EARTH
86676862,Evil HERO Malicious Fiend,Fusion Monster,"""Evil HERO Malicious Edge"" + 1 Level 6 or higher Fiend monster
Must be Special Summoned with ""Dark Fusion"". During your opponent's Battle Phase, all monsters they control are changed to face-up Attack Position, and each monster they control must attack this card, if able.",3500,2100,8,FIRE
66150724,PenduLuMoon,Pendulum Effect Monster,"[ Pendulum Effect ] 
During your Main Phase: You can add 1 face-up ""Pendulum"" Pendulum Monster from your Extra Deck to your hand, then destroy this card. You can only use this effect of ""PenduLuMoon"" once per turn.
[ Monster Effect ] 
During your Main Phase: You can add up to 2 face-up Pendulum Monsters from your Extra Deck to your hand, with Levels between the Pendulum Scales of the 2 cards in your Pendulum Zones, also for the rest of this turn, until you Pendulum Summon, you cannot activate monster effects, and the effects of any cards in your Pendulum Zones are negated. You can only use this effect of ""PenduLuMoon"" once per turn.",200,700,1,LIGHT
77827521,Trial of Nightmare,Normal Monster,This fiend passes judgment on enemies that are locked in coffins.,1300,900,4,DARK
44760562,Mannadium Meek,Tuner Monster,"If you control ""Visas Starfrost"" or a monster with 1500 ATK/2100 DEF, you can Special Summon this card (from your hand). You can only Special Summon ""Mannadium Meek"" once per turn this way. If this card is destroyed by battle or card effect: You can Special Summon 1 ""Mannadium Meek"" from your Deck, then you can increase its Level by 2.",0,1800,2,WATER
